"X","X20.Minute.Pesto.Chicken.Pizza","X30.Minute.Sheet.Pan.Chicken.Caprese","X4.Ingredient.BBQ.Baked.Salmon","X5.Ingredient.Cheesecake","X5.Ingredient.Honey.BBQ.Baked.Chicken.Wings","X5.Ingredient.Pound.Cake","Amazing.Rosemary.Sweet.Potato.Fries","Apple.Cinnamon.Muffins","Apple.Pie.Baked.Oatmeal","Asian.Sesame.Roasted.Broccoli","Awesome.Bacon.And.Potato.Egg.Casserole","Bacon.Cheeseburger.Mac.And.Cheese","Bacon.and.Cheese.Quiche","Baked.Ziti.Alfredo","Bakery.Style.Frosted.Sugar.Cookies","Banana.Chocolate.Chip.Bread","Barbecue.Baked.Chicken.Legs","Basic.Roasted.Chicken","Best.Ever.Chocolate.Chip.Blondies","Best.Ever.Chocolate.Chip.Muffins","Best.Ever.Broccoli.Cheese.Soup","Blueberry.Coffee.Cake","Brown.Sugar.Glazed.Pork.Chops","Cheesy.Egg.And.Hashbrown.Casserole","Cheesy.Gluten.Free.Cauliflower.Crust.Pizzas","Cheesy.Parmesan.Roasted.Asparagus","Chewy.Crispy.Peanut.Butter.Cookies","Chicken..Bacon..and.Pesto.Potato.Skins","Cinnamon.Roll.Cookies","Classic.Apple.Pie","Classic.Creamy.Chicken.Pot.Pie","Coffee.Cake.Muffins","Creamy.Spinach.Stuffed.Mushrooms","Crispy.Herb.Roasted.Potatoes","Crispy.Oven.Fried.Chicken","Crispy.Panko.Parmesan.Chicken.Breasts","Crispy.Sesame.Tofu.and.Broccoli","Curry.Coconut.Oil.Roasted.Cauliflower","Dairy.Free.Herb.Stuffed.Mushrooms","Double.Chocolate.Chip.Cookies","Easy.5.Ingredient.Chicken.Enchiladas","Easy.And.Delicious.Double.Chocolate.Muffins","Easy.Baked.Salmon.with.Herb.Butter","Easy.Baked.Sweet.Potato.Fries","Easy.Balsamic.Roasted.Vegetables","Easy.Beef.Lasagna","Easy.Chicken.Enchiladas.Verdes","Easy.Egg.And.Cheese.Casserole","Easy.Garlic.Herb.Baked.Salmon","Easy.Gluten.Free.Mac.And.Cheese","Easy.Honey.Balsamic.Asparagus","Easy.Honey.Mustard.Chicken.Thighs","Easy.Korean.Sticky.Chicken","Easy.Pork.Chops.with.Roasted.Vegetables","Easy.Sesame.Glazed.Roast.Vegetables","Easy.Sheet.Pan.Chicken.and.Veggies","Easy.Sheet.Pan.Greek.Chicken.with.Grape.Tomatoes..Artichoke.Hearts..and.Red.Onion","Easy.Sweet.Potatoes.Au.Gratin","Easy.White.Cheese...Garlic.Pizzas","Eggs.Baked.in.Avocado","Extra.Creamy.Scalloped.Potatoes","Farmers..Market.Vegetable.Bake.with.Sharp.Cheddar.and.Parmesan","Fat.Free.Seasoned.Sweet.Potato.Fries","Four.Cheese.Baked.Spaghetti","Frozen.Gingersnap.Pumpkin.Pie","Garlic.Roasted.Broccoli","Garlic.Butter.Baked.Chicken.Breasts.with.Cheese","Garlicky.Lemon.Asparagus","Gluten.Free.Baked.Chicken.Tenders","Golden.Parmesan.Herb.Crusted.Salmon","Ground.Beef.and.Potato.Gratin","Hamburger.and.Shells.Casserole","Healthy.Garlicky.Sweet.Potato.Fries","Healthy.Salmon...Veggie.Sheet.Pan.Dinner","Hearty.Italian.Beef.and.Vegetable.Soup","Herb...Garlic.Roasted.Chicken","Honey.Balsamic.Glazed.Brussels.Sprouts","Honey.Garlic.Baked.Chicken.Wings","Irish.Soda.Bread","Italian.Sausage.Stuffed.Mushrooms","Juicy.Herbed.Weeknight.Chicken.Thighs","Juicy.Oven.Baked.Cajun.Chicken.Breasts","Keto.Garlic.Rolls","Lemon.Blueberry.Bread","Lemon.Sugar.Cookies","Lighter.Lemon.Garlic.Herb.Baked.Chicken.Legs","Loaded.Baked.Potatoes","Melt.In.Your.Mouth.Baked.Chicken.Breasts","Melt.In.Your.Mouth.Fudgy.Brownies","Mexican.Wedding.Cookies","Moist.And.Delicious.Blueberry.Muffins","One.Pan.Garlic.Parmesan.Asparagus","Oven.Baked.BBQ.Baby.Back.Ribs","Parmesan.Crusted.Baked.Pork.Chops","Perfect.Soft.and.Chewy.Vegan.Sugar.Cookies","Quick.Margherita.Naan.Pizza","Quick.and.Easy.Italian.Meatballs","Restaurant.Style.Loaded.Chicken.Nachos","Roasted.Chickpeas","Sausage.and.Cheese.Egg.Casserole","Savory.Keto.Breakfast.Cookies","Sesame.Fried.Egg.and.Mushroom.Quinoa.Bowls","Sheet.Pan.French.Toast.for.a.Crowd","Sheet.Pan.Honey.Mustard.Pork.Chops.with.Roasted.Veggies","Sheet.Pan.Italian.Chicken.Dinner","Sheet.Pan.Pizza.Chicken","Sheet.Pan.Yellow.Squash.and.Chicken.Sausage","Sheet.Pan.Fish.Tacos","Skillet.Chicken.Tacos","Slow.Roasted.Beef.Tenderloin.with.Red.Wine.Mushroom.Sauce","Smoked.Sausage.Alfredo.with.Hillshire.Farm..Smoked.Sausage","Soft.and.Chewy.Keto..Sugar..Cookies","Sopapilla.Cheesecake.Bars","Super.Cheesy.Cauliflower..Mac..And.Cheese","Super.Easy.Banana.Muffins","Sweet.and.Salty.Candied.Bacon","Sweet.and.Spicy.Pecans","Twice.Baked.Potatoes","Vegan.Baked.Ziti","Vegan.Banana.Bread","Vegan.Black.Bean.Enchiladas","Vegan.Chickpea..Meatloaf.","Vegan.Spinach.Lasagna","Vegetarian.Bean.and.Cheese.Taco.Casserole","Za.atar.Roasted.Cauliflower.Steaks.with.Bean.Salad"
24,4.77425219455078,4.70929118889333,4.5,5,4.91495705741769,3.5,4.5,4.59394603836103,3.87642834043365,4.14886574977003,5,4.29202386799847,4.69923066848315,4.9950340655445,4,4.8345450863313,4.94018582268522,4.22504562580106,5,4.94495693163219,5,4.62269719045297,4.43027120126871,4.32602098348972,5,4.6268120967213,5,3.83369950304359,5,5,4.5,4.39696219675239,4,4.66666666666667,4.58325894089838,4,4.36399519421785,4.65358544818562,5.06113941755836,3.79715324555687,4.69287142606778,5,5,4.33333333333333,4.97196819922657,3.16717171372082,5,4.31027606457604,5,4.37869367409587,4.66666666666667,4.5514837415298,4,4,2.07437304159444,4.67703657627978,4.73551196681244,4.97550862326624,4.64313342932495,4.02691010621724,5,2.58141512934166,4.68827181598958,4.7977985516978,3.90125538015742,4.50475984472674,4.74589771236078,5,4.84663770371785,4.5,4.27059794737594,4.32411024479496,5.01547250852427,4.90478459599461,4.96815048197153,3.75259099777743,4.77782357458,4.47158384885728,4.09551506871885,3.99428784294304,5.05996700396202,4.40271260734852,4.30062125517021,4.81146458926722,4.04868241162288,4.23289058964195,4.73207286036093,4.39525000527029,5,4.67390856572033,4.5,4.88768020499274,4.95927033550321,5,4.42115537105951,5.04847261304222,5.0063575219569,5,4.45334115356615,5.14603661905249,4,4.96509722219053,4.97047837570245,3.77028870919997,4.6724859365358,5,2.83189007525075,5,4.64197656043722,3.85235948367544,5,4.30183282702202,4.89173906139696,4.05923011194427,5,3.93406099395569,5.15093696932754,4.62345503144967,3.07993657441695,5.08642242851116,4.88007916179855,3.15764015968369,4.79918006620459,4.1099604790357,4.44421433063703
25,3,5,4,4.05512717915013,4.67491249382823,4,4.37156872792804,4.36421766450692,1,4.0186277400985,4,2,4.60862652566406,4.75682370327901,5,4.60822865247859,5,3.95144553725734,4.7598552696992,5,4.74282889248074,5,5,4.00039437711376,4.5141988533811,4.5,4.33333333333333,5,4.02323886815694,4.58776769220954,4.48009722117179,4.30705794736129,4.60344640280367,4.72650838598597,4.36308135730343,4.1045634003771,4.10388098877799,4.51167381821902,5,3.40414716753304,4.44420187817723,4.60683082122327,4.37788203678886,4.44796816310081,5,2.80836292263509,4.36286462385107,4,4.62759902343401,4.13296293564049,4,4.30876181866289,4.5,4.5,1.48923411923987,4.45399508639819,4.48358156080974,4.70878758434798,4.39847113340735,5,4.53787440599173,2.2393369398399,4.45704823076852,4.53117736157032,3.64013819707809,5,4.48159172248711,4,4.59553765583638,5,4.13045336875476,4.07270698220234,5,4.6613316725719,5,3.43239271627368,4.5264617645451,4.19076760126217,5,3.76018476716313,4.81221339212272,5,4.0628448543948,4.51488808212437,3.75735792382632,4.17102109483605,4.53670987909461,5,3,4.47616371244269,5,4.67680849689028,5,4.53250019228539,4.1625305350822,4.76998498963891,4.74898691568501,4,4.25435811343747,4.89261973407732,4.25549777250906,4.71135951581286,4.71230441908405,3.54281128578662,4.45017442731257,4,2.35782661476924,4.47174524874011,4.5,4.5,3,4.05070894245505,4.75222352008716,3.87225539544802,4.67535160344222,3.70421597231926,4.93934982712121,5,2.64483224027233,5,5,2.84765303864398,4.56996390107896,4,4.3749948652881
26,4.60674598496264,4.57434514791192,4.24871391779304,4,4.78140909660055,4,4.47119231437452,4.46358726486353,4,4.11083860642952,4.19317383445564,5,5,4.86523903436213,4,4.71329616292862,4,4.04084371545813,4.86821279500664,4.97818438218374,5,4.70794784090421,4,4,4.61732054943535,4.39493038298229,4,3.70334701579034,4.11396935006343,5,5,4.40632100768548,4,5,4.46250797868602,3.5,5,4.61523565277057,4.97245829290356,3.47978931176347,4.54526399355193,5,4.47730243943817,5,5,2.87046432334098,4.46152054095774,4.5,5,4.2268209757045,5,4.40672975480203,5,4.44988610033561,1.51871683185726,4.55550852177131,4.58552994326061,4.81583807746124,3,3,5,2.28836660909043,4.55856112528717,4.63410303409898,3.72241406890681,4.32538515582289,4.58338579531415,5,4.70009390914777,4.86906261876679,5,4.16511579829023,4.925248689077,5,4.89915248866706,3.50932687423362,4.62941117367136,4.28566194556362,3,3.84548513059171,4.92183201519742,4.5,4.15514360040997,4.61717374387033,3.8420928532974,4.26736902115075,5,4.22866174275932,4.40809567634238,4.5784130407145,5,4.5,5,5,4.25696278186573,5,5,5,3,5.00405664639146,4.35190955773049,4.81858314799357,4.81951125431507,3.62312016740035,4.55160548854388,4.41290226057504,2.40845591661457,4.57458547736946,5,4.23751718827689,4.66666666666667,4.14260920803707,4.86139399040976,3.96057065505553,5,2,5.05223756801653,4,2.70246863862686,4.93325517789061,4,4,4.67411723676105,3.79473234250186,4.47601668651461
27,5,2,4.19087244268232,5,4.74651495153265,5,4.44090430648556,4.42792012092098,3.56898963433054,4.12258928780267,3,5,4.76059225908697,4.83304658098903,2,5,4.68542225681202,3.97256775716618,5,5,4.80516241220252,4.79143400824775,4.27562575022447,3.9946752880128,5,4.30352413983758,5,3.66168659521737,4.5,4.73537524347628,4.52547165580604,4.5,4.73382674681526,5,4.4320560428665,4,4.13921458385074,4.63078954013199,4.96346500960866,3.33468825540499,5,5,4.4251746688604,4,4.77812848824617,2.73178784077925,4.38297828938745,4.059643646587,4,4.17758922548498,4.44294180647184,4.36278751570724,4.52396022005701,4,1.22858866381305,4.52536766297432,4.54015560226335,4.76701277900506,5,3.98054086234753,4.59977954070719,2.14708791184467,5,5,3.65454090364144,5,4.53118209785193,2,4.65749258534646,4.88036079578628,4.23380695580712,4.11152526351265,4.91504426559515,4.73043823444215,4.900282602107,3.40474652234999,4.58523635954934,5,3.93427406539021,3.79491458052794,5,4,4.10882342154355,4.54795850957162,3.7600771112851,5,4.62713983213095,4.17144372991137,4.33443600359408,4,4,4.76475072305318,4.78264474205332,5,4,4.8243416642556,4.81418854422629,5,4,4.96633427673638,4.2868380120015,4.77693261356375,5,3.57168411687412,4.52178594362577,4.39867355652862,2.19723441802399,4.60224327538252,5,5,4,5,5,4,4.73289093890033,5,5.03842668568706,4.47584553993697,2.51855789850142,5,4.66636227409083,2.8000096668655,4.64299011056101,3.65327674619602,4.52861382130763
28,5,4.72497083801459,4.3681902733365,4.25007161885288,5,5,4.62384196677578,4.61119746943747,3.72644580208219,4.28603751678515,4.31123215378514,4,5,5.0320148956996,4.5305973208067,4.87701341655795,4.88379041154403,4.14279993210353,5.02807538448115,5,5.00514881485687,4.97023076914383,4.45228163384625,4.17019648684766,5,4.49072830629077,5,3.81519438761058,4.2016279628492,4.9185781484507,5,4.61809686026594,4.9197363795461,5,4.61466508244307,4.32748925526361,4.31444187948709,4.81400974637168,5.16395277828002,1,5,5,4.61097479033949,5,4.9767243552652,3,4.57131120436191,5,4.89665216635641,4.35299723717191,4.6289949985703,4.54477645808015,4.71306650043763,4.57290887803933,1.32426455597695,4.71166901155821,4.72948658201139,5,4.5,4,4,2.25578983964512,4.71094954775093,4.77378242764581,5,5,4.72124556816286,5,4.85108557383169,5,4.40221422213287,4.28498110595929,5.1137839440596,4.9260677903428,5,3.55801430392734,4.77618334392804,4.39831266787279,3,3.95519037346844,5.08727935629433,4.43699117025821,4.28100802052471,4.74141575397836,3.92398547237948,4.484628435154,4.81482030602344,4.5,5,5,3,4.95884656797305,5,4.77819583359461,4.37866157816819,5,5.01410755944537,4,4.50739875269065,5.17153232221317,4.46916078756667,4.97516341390595,4.97400424413688,3.72314615952242,4.70789226082729,5,2.31913470102132,4,4.67195501201338,5,4.75966900821726,4,5.07557925397794,4.09968545411169,5,3.89669946724129,5.24269120814639,5,2.64897583226082,5.09204646222584,4.86168096158516,5,5,3.82240949523724,4.70181142676585
29,5,5,5,5,4.78920850857369,4.36897137750421,4.48335225591663,4.4644429348136,3.53388049469104,4.20429288380059,4.14532560003099,3.9857082968226,4.88903367981958,4.88005978698866,5,4.73272917075191,5,3,4.86648194713612,5.18091431172207,4.83753684576836,4.96047928947545,4.31300042154345,4,5,4,5,3.6789822986854,3,4.85934058304523,5,4.56311083336084,5,4.84544980740897,4,5,4.14748797247838,4,5.03728201962667,3.23674534360784,3,4.5,4.44418723043011,4.51776307396231,4.81208126887455,2.6305358061969,4.5,4.0565404213774,4.75061129407836,5,4.4653002934306,4.38943688065673,4,5,0.941406361619285,4.56939024633773,4.56826435356333,4.79527012321551,4.48440149778953,4,4.63315870410081,2.03325531720893,4.56330048560389,5,3.64390580213213,4,4.5,3,4.69051401780369,5,4,4,4.98676309981022,4.77058001820835,4.98377906631272,4,4.61537487216465,3,3.96162271194531,3.80499443910374,4.92910934373213,3,4.12868469407264,4.55090395972478,5,4.44792474958006,5,4.18079445752668,4.32908007257597,4.62246292914169,4.41435837570528,5,4.82309752683532,4.61135288805267,4.21274094123461,4.84805827167252,4.84956256877724,4.75907695559517,4.38073123204614,5,4.28979439956131,4.81296872720127,4.80889716743002,3.57709668157759,4.56608927674129,4.45745061927908,2.01003716120004,4.70887927620268,4.52890716485022,4.81323340556368,4.59864541699546,5,4.98843256746412,3.98054413313464,5,2,5,5,2.36573283744312,4.92393010576153,5,2.72917819305379,4.68794170098823,3.56455205102405,4.66047301370534
30,5,5,5,3,4.76474714220681,4.38063864832408,4.46244225794559,4.43901403077418,3.46242280363131,4.21827707890788,4.10179946683196,3,4.93209966855288,5,4.28890821597214,4.71335685945673,4.64454757563599,4,4.83767258266691,5.23399783150568,5,5.035224974495,4,3.88388863224562,4.65366031347875,4.20657654823509,4.62877138900388,3.6477634057975,4,5,4.49909018802717,4.60095337101179,5,4.82207381797421,5,4,4.1032936174502,4.74274359983709,5.03473458271143,3.11855035218751,5,4.64114933888488,4.40496723272775,4.47888776034362,4.78033143602755,2.51711677700404,4.31186873274758,4.00433912072069,4.5,4.15847347456556,4.42850424174338,4.3570108707649,4,4.34541831373659,0.699613007584389,4.54868835268753,4.53481690306034,4.75915983862354,4.45273249598439,4.05896150829265,4.60314166709612,1.91706919297819,4.53889077034486,4,3.5907224793507,4.21745105564056,4.51271732499473,4.10193541663396,4.65950726650413,4.988676980624,4.32555245897493,4,4.98315250555989,4.74430099061399,4.98964808202067,3.26678901387183,4.33333333333333,4.16572545895352,3.93500026481357,4,5,4,4.09401168085164,4.49749388987044,3.67128573606918,4.4961624370653,4,5,4.5,4.61380575865541,4,5,4.7964242469345,4,4.17031021483008,4.80766040316088,4.81849292141833,4.74360569078982,4.36742577426732,4.98310929322345,4.23959301612244,5,4.77678342001877,3.53759876951024,4.66666666666667,4,1.83531343131518,4.73666997236136,4.50702508965393,5.02114479071128,4.56582933484714,5,5.01163865824535,3,4.72457980375448,3.71162804948801,5,5,2.21420888871815,4.89167985573636,5,2.63894081957895,5,3.44973072405676,5
31,4.5,5,4.25053313995625,4.10079609055517,5,5,4,5,3.53505156472192,2,4.19548299050776,4.5,5.06247651121078,4.97437295495604,5,4.82670285264759,4.7504720888238,4.0008622089988,4.9523492791861,5.37372691308956,5,5,4.39230129387439,3.96608690895977,5,4.29752285400544,4.73894912251214,3.73246871602772,4.01558932893414,5.02814241499771,4.60279753758886,4.72214320825025,5,5,4.55970155491824,4,4.19689003167654,4.86370458260327,5,3.17396145234394,5,4,5,4.5,4.89303895033104,2.55849288286622,4,4.09399230729151,5,4.25476802480581,4.5,4.45908944620626,4.61864093312912,4,0.672036882748073,4.65770156123105,5,4.87053170813916,5,4.16103485826444,4.71177483344782,1.94304289786487,5,4.66954919793971,3.66993065936193,4.5,4.61740461405927,4.19518725737918,5,5,4.43501055848508,5,5.10612171617244,5,5.11454014127435,3.33219906296128,5,4.2593979995885,4.02768659301445,3.85273360704685,5.02055769245506,4,4.18914723311108,4.59915841981174,3.75031096028557,4,4.79937579594519,4.23157449341824,4.36706390886359,4.72667301821317,4.48016433132837,4.93115510525269,4.91047447263214,5,4.26589717219351,4.91943885038482,4.93227368996654,5,5,5.10180330945468,4.33545490126156,4.89595749564662,5,3.61803214818637,4.65464018050442,4,1.84838006218732,4.85935913570267,4.5,5.18436571854689,4.5,4.15225815510472,5.14029824722919,4.06138106442147,4.83509954394538,3.79672854448632,5.227260450451,5,2.240987966129,5.00705711015907,4.76060938239927,1,4.77833733173094,3.51398591228598,5
32,4,4.7820910850633,4.25,5,5,4.61084013903285,5,4.6685653613793,5,4.44022089854061,4.31191375763345,5,5.19426735854653,5.10973440019008,4.50770544866134,4.95785637329045,4.88238075656586,4.11295636791855,5.0877299807161,5.51294971412203,5,5.3059461451087,4.51212991110683,4.07934532513423,4.89611924936196,4.41930290813747,4.86827405538887,3.83536718081038,4.1295659399806,5.15930639360967,4,4,5.12161598415471,5,4.68385079199666,5,4.31341933877355,5,5.2977161408382,5,4.7285163796032,5,4.63136208991333,5,5.02709734932022,2.63740218308376,4.53118356998868,4.20849200484583,5,4.37219794970494,4.65637162021532,5,5,5,0.712060187084573,4,4.7685769226525,5.0043836374245,4.68237831070954,3,5,2.00570558259991,4,4.79830644282006,3.77315184558147,5,4.74475006225302,5,4.90003017600214,5,4.552855460249,4.29236317936024,5.24333104435387,5,5.25111231489565,3.42918812186668,4.81936034052252,4.37832436372985,4.13808064893098,3.95952318716536,5.15746410029804,4,4.30460235050177,4.72731021479474,3.85675553769481,4.73605375145465,5,5,4.48935228522344,4.85416973559871,5,5.06434722346656,5,4.5,4,5,5.06732195135355,4.99007606337971,5,5.24099023300446,4.45624549727994,5.02994308638466,5.02332750979516,3.71861644362168,4.78127803453198,5,1.91383316362876,4.98709532869413,4,5.30441993615215,5,1,5.27598291209456,4.17160299885545,5,3.90193217342788,5.36798085197876,4.73383865649125,2.31485414502675,5.14421756150087,4.8917023076913,2.76790923246927,5,3.61863691686692,4.96014071401062
33,5,5,4,4,5.04462327632911,4,4.72648188816064,4.69722123466143,3.61423605948933,5,5,4.11097912162375,5,5.14601607847013,5,4.99484936997292,4.89212311456406,4.11172450387756,5.11801533122517,5.61823890895267,5.07808192863719,5.42761822583817,4,4.05794815034572,4.94175245989687,4.40501499285834,4.89934994818332,4,5,5,5,4.93024820157984,5.19881909553842,5.1066425459046,4.71643124293309,4.37678719147218,4.32209978575615,5,5.35285085764041,3.20357450189543,5,5,4,4.72671746861512,5.05419871704941,2.56843510937586,4.52743858679747,3,5,4.38766252991929,4.67512329879272,4.60327566832843,4.76637259049163,4.57565132217339,0.511897230518538,4.81841920088298,5,5,4.70581908441382,5,4.86739169321053,1.92752429086223,4.80443616657539,5,3.76825850012678,4,5,4.31904824670098,4.92639541596193,5.32010768371551,4.61199237174456,4.303767970114,5,5,5.3129783084394,3.39392334648596,4.84365717084004,5,4.15997025319622,3.96922778836366,5.19136371375761,4.53936406417726,4.32137281718879,4.73254654978725,3.84267353682799,4.82877050222829,4.97640789743873,4.3584491778276,4.48862881349871,4.89925250070633,4.62231838878167,5.10968474053778,5.07619256683442,4.83103889977446,4.39507744842377,5.07496065182843,5,5,5,5.27482505023845,4.46130721934345,5.05850190119204,5.05007523082538,3.72489823336172,4.81544560053523,4.72607568301146,1.7843334176301,5.06495038919761,4.77296957206321,5.54055704340306,5,4.2781999286697,5.35302257342765,4.20401241749088,4.99073910312941,5,5.42047133401883,4.7680649016135,2.20963838214514,5.17215604113581,5,2.720283423158,4.33333333333333,3,5
34,4.5,4.77369233065312,4,5,5.00837742580382,5,4.69410784136872,4.66137756243687,3,5,4.27228259037947,4.04705988092472,5.30375044581255,5.11128531208347,4.45138538997756,4.66666666666667,4.8361303585897,4.05591880910037,5,5.64129218715669,5,5.46841440892412,4.50796011571554,3.9841372701558,4,4.33318988599424,5,3.8124582901868,4.04574323079962,5.26322045680528,4,4.9435774675343,5.20137502289159,5,4.68397549915318,4.33630213881928,4.27269923207084,5.0586684461751,5.33287226224333,3.09950216982739,4.70985006186861,4.85089270970454,4.60119308020549,5,5.01216621537075,2.47026547344619,4.46377329455325,4.15381034366655,4.97925530726361,3.5,5,5,4.72219663819786,4.52212070750655,0.31927432349953,5,4.74893070383991,5,4.66501976777668,4,4.82735433083512,1.82932120426666,4.76903730502746,4.76919577147851,3.71361984380093,4.38561604807438,5,5,4.88537858698543,5.31359303742061,4.60557826696587,4.25714021835667,5.27633288527128,5,5.299778645267,3.31606641468644,4.80182011074884,4.32503788991922,4.12498756391913,3.92546914294987,5.15381873998453,4.50914354341301,5,5,3.7785154705185,4.85064773703926,4.95461315489133,4,4,5,4.57828980558224,5.08384379367056,5,4.78599117887945,4,5.02603052106844,5.05380941424251,5,4.5,5.23611037179413,4.40669663578998,5.01776518657407,5,3,4.7831469088001,5,1.64039338670715,5.06989121993317,5,4,4.78290991271009,4.23144009241767,5.35337675196254,5,4.5,3.86898083565104,5.39713905078207,5,2.08258785298388,5.12933250799609,5,2.63990685888898,5,3.45647990370386,5.07700768493721
